"grupo","linha","acao","n_antes","n_manter","texto_original","texto_corrigido","fonte_25","linhas_25","justificativa"
"21_21438_12_linha194731","194739","remover","2","1","21211305214380123529102552092000-                     \0029859","21211305214380123529102552092000-                     \0029859","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","37914","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21438_12_linha194730","194730","manter","2","1","21211305214380123519106552092000311-                  \0029859","21211305214380123519106552092000311-                  \0029859","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","37913","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21438_12_linha194730","194740","remover","2","1","21211305214380123519106552092000311-                  \0029859","21211305214380123519106552092000311-                  \0029859","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","37913","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21438_12_linha194729","194729","manter","2","1","2121130521438012351911255209200031100000000031-       \0029859","2121130521438012351911255209200031100000000031-       \0029859","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","37909","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21438_12_linha194729","194741","remover","2","1","2121130521438012351911255209200031100000000031-       \0029859","2121130521438012351911255209200031100000000031-       \0029859","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","37909","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21438_12_linha194728","194728","manter","2","1","2121130521438012351911355209200031100000000031-       \0029859","2121130521438012351911355209200031100000000031-       \0029859","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","37908","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21438_12_linha194728","194742","remover","2","1","2121130521438012351911355209200031100000000031-       \0029859","2121130521438012351911355209200031100000000031-       \0029859","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","37908","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21438_12_linha194733","194733","manter","2","1","2121130521438012352911155209200031100000000034-       \0029859","2121130521438012352911155209200031100000000034-       \0029859","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","37910","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21438_12_linha194733","194743","remover","2","1","2121130521438012352911155209200031100000000034-       \0029859","2121130521438012352911155209200031100000000034-       \0029859","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","37910","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21438_12_linha194732","194732","manter","2","1","21211305214380123529108552092000311-                  \0029859","21211305214380123529108552092000311-                  \0029859","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","37912","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21438_12_linha194732","194744","remover","2","1","21211305214380123529108552092000311-                  \0029859","21211305214380123529108552092000311-                  \0029859","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","37912","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21438_14_linha194750","194750","manter","2","1","2121130521438014352815055029092031100725121034-       \0029863","2121130521438014352815055029092031100725121034-       \0029863","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","37920","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21438_14_linha194750","194757","remover","2","1","2121130521438014352815055029092031100725121034-       \0029863","2121130521438014352815055029092031100725121034-       \0029863","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","37920","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21438_14_linha194754","194754","manter","2","1","2121130521438014351911255209200005200000000035-       \0029863","2121130521438014351911255209200005200000000035-       \0029863","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","37923","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21438_14_linha194754","194758","remover","2","1","2121130521438014351911255209200005200000000035-       \0029863","2121130521438014351911255209200005200000000035-       \0029863","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","37923","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21438_14_linha194753","194753","manter","2","1","2121130521438014351911055209200004200000000035-       \0029863","2121130521438014351911055209200004200000000035-       \0029863","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","37924","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21438_14_linha194753","194759","remover","2","1","2121130521438014351911055209200004200000000035-       \0029863","2121130521438014351911055209200004200000000035-       \0029863","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","37924","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21438_18_linha194770","194770","manter","2","1","21211305214380183529101572092000-                     \0029871","21211305214380183529101572092000-                     \0029871","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","37936","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21438_18_linha194770","194772","remover","2","1","21211305214380183529101572092000-                     \0029871","21211305214380183529101572092000-                     \0029871","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","37936","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21438_19_linha194776","194776","manter","2","1","21211305214380193519102542092000-                     \0029873","21211305214380193519102542092000-                     \0029873","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","37941","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21438_19_linha194776","194778","remover","2","1","21211305214380193519102542092000-                     \0029873","21211305214380193519102542092000-                     \0029873","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","37941","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21438_19_linha194775","194775","manter","2","1","2121130521438019352812054209200031100856020234-       \0029873","2121130521438019352812054209200031100856020234-       \0029873","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","37939","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21438_19_linha194775","194779","remover","2","1","2121130521438019352812054209200031100856020234-       \0029873","2121130521438019352812054209200031100856020234-       \0029873","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","37939","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
